CLAVEESTAB,n_AUH
4119JI5221,0
4085JI6031,0
0105JS0004,0
0008MS0045,0
4117JI1632,0
0043MS0012,0
4043JI2198,0
4069MS6669,0
0044MS2180,0
4069MS8243,0
4119JI2897,0
0053JI0921,0
0130MS0020,0
4117JI1633,0
0097MS0010,0
4071JI6506,0
0108JS0002,0
0078PP0028,0
3098JI1920,0
0062JU0010,0
0127MT0001,0
0075MS0011,0
0062MS0030,0
0055JI0907,0
0032JI0944,0
4073MS7922,0
0018MS0005,0
0069MS0022,0
0057JI0904,0
0025JI0906,0
4013JI3431,0
4096JI5271,0
0099MS0002,0
4062JI3719,0
0127PP0004,0
0131JV0001,0
0059MS0006,0
4001MS9005,0
4005JI5022,0
0007MT0002,0
4071MS6975,0
0069JI0950,0
0056PP0033,0
0016JI0902,0
0008JI0952,0
4008JI8911,0
0030MS0032,0
0028PP0063,0
0119JI0911,0
0063JI0909,0
4069JI5518,0
0079JI0913,0
4132JI8909,0
4069JI1479,0
0073JI0908,0
0003JI0903,0
0100MS0046,0
0063JI0911,0
0005MS0031,0
4004JI2216,0
3043JI2458,0
0041MS0003,0
0014JI0904,0
0121JS0002,0
0111MS0043,0
0071JI0917,0
0120MS0003,0
0081JI0911,0
4083JI6492,0
4116MS9018,0
4085MS6184,0
4032MS7726,0
0132MS0024,0
0016MS0001,0
0102JI0924,0
0038MS0002,0
0085MS0007,0
0023MS2020,0
0055MS0008,0
0010MC0017,0
3005JI1026,0
4004JM6511,0
0119JI0943,0
4109MS7284,0
4069JI2878,0
4073MS7846,0
0059JI0912,0
4077JI2202,0
0030JI0902,0
4116JI5085,0
0069JI0918,0
4004JI3512,0
0102JI0912,0
0106JI0909,0
4069JI1859,0
0107MS0004,0
4106MS4810,0
4043JI1409,0
0007PP0034,0
0024JS0001,0
0048MA0001,0
0056JS0001,0
4073MS3745,0
0026JI0912,0
3045JI1382,0
4001MS8979,0
0085JI0960,0
3100JI1503,0
0117MS0022,0
4030JI3370,0
0086JI0903,0
0099MS3101,0
4055MS4348,0
4070MS4493,0
4072JI8105,0
0127MS3011,0
0095MS0020,0
0107MA0002,0
0012MS2090,0
4045JI1938,0
0032JI0916,0
0063JI0923,0
0117MS0014,0
0101JS0005,0
0008MS3121,0
0032JI0950,0
4004JI3085,0
4131JI2380,0
3136JI3261,0
0083MS0029,0
0062MS0082,0
0075MS0015,0
4081MS4553,0
0020MS0002,0
0005MT0009,0
3043MS8711,0
0001JI0932,0
0089JM0002,0
4073MS8647,0
0055JI0912,0
3108JM8238,0
0062MS0036,0
0111JI0934,0
0132MS0038,0
0067MT0001,0
4118JI7594,0
0059MA0001,0
0062JU0002,0
0079JI0903,0
0017JI0906,0
0123JI0908,0
4096JI6484,0
0041MA0001,0
4135JI1813,0
0086MS0001,0
0087JS0012,0
0015JI0913,0
0044JI0929,0
4043JI7939,0
0016JS0005,0
4069JI8536,0
0103JM0001,0
4069JU7425,0
0074MS0002,0
0069JI0997,0
0110JS0013,0
4008JI2269,0
0004MS0045,0
0083JI0939,0
0015JI0924,0
0107JI0906,0
0053JI0911,0
0085JI0945,0
4033MS4201,0
0094JS0002,0
0028JI0901,0
4083JI5056,0
0057JS0005,0
0049JI0904,0
0111JI0932,0
4136JI3159,0
4136MM3357,0
4132MS2754,0
0107MS0005,0
0078PP0034,0
0004MS0025,0
0044JI0921,0
0132JI0923,0
0055MT0002,0
4001JI1807,0
4100MS4761,0
0119JI0910,0
0056PP0017,0
0011JS0003,0
0062MS2800,0
0018PP0010,0
0117MS2130,0
0025JI0912,0
0135MT0003,0
0004MS0079,0
0131JI0926,0
0132MS0008,0
0136MS0020,0
0073MS0026,0
0136MS0012,0
4101MS4803,0
4102JI7599,0
4069JI2142,0
0071MS0013,0
0097JI0928,0
4043JI7630,0
0131JI0925,0
0131MS0010,0
0081JI0927,0
4085JM8230,0
0069MS0165,0
0109JI0902,0
0069MS0111,0
4114JI1464,0
0131MS0009,0
0032MS0002,0
4125MS7061,0
4045JI1535,0
0004MS0073,0
4095JI8760,0
4004BS7278,0
0085JI0921,0
4083JI6415,0
4015JI7670,0
0076JS0011,0
0085JI0917,0
0085MT0001,0
0008MS0046,0
4055MS7070,0
4111MS4886,0
0058JI0906,0
0132MS0029,0
3001JI1232,0
0014MS0012,0
4085JI7963,0
0066PP0024,0
4004JI2368,0
0077MS0012,0
0078JS0001,0
0053JI0907,0
4005JI2122,0
0119JI0951,0
0053JS0005,0
0037MS0002,0
4083MS8112,0
4133MS6638,0
0131MS0002,0
4111JI1463,0
0105JS0002,0
4049MS4337,0
0008MS0034,0
3055JI8751,0
0117JI0922,0
4005JI1659,0
0073MS0081,0
3096JI2292,0
0032JI0941,0
4001MA4027,0
0039MS0002,0
0074JS0011,0
4131JI2306,0
0085JI0927,0
0043MT0002,0
0069MS0006,0
4075MS4531,0
0077JS0011,0
0064JI0903,0
0014MF0002,0
0097MT0003,0
4069JU7417,0
4073MS8074,0
4116MS8161,0
0062JI0932,0
4083PP8562,0
0026JI0904,0
0045JI0916,0
4055MS4352,0
0043MS0022,0
0032JI0904,0
0083MS0011,0
0071JI0961,0
0077MS0015,0
0063JI0925,0
0049JS0004,0
0043MS0038,0
4078MS4547,0
0010JS0002,0
4032MS5682,0
4055MS7384,0
4045MS7052,0
4032MS8035,0
4085MS2689,0
4071MS8597,0
3043MS6921,0
0116MS2020,0
4001MS4015,0
4028JI8295,0
0069MS0064,0
0069JI1019,0
0024JI0909,0
0063MT0001,0
0074MS0003,0
0004JI0917,0
4032JI3158,0
0097MS0020,0
0085JI0929,0
4059MS4369,0
0010MS0010,0
0009MS3051,0
0023MS0003,0
0097MT0001,0
0117MS0003,0
0005JI0917,0
0017MS2060,0
4043MS5009,0
0113JS0001,0
0099JS0001,0
0012MS0005,0
0001JI0975,0
0032MS0009,0
4001MS4000,0
4008JI8748,0
0073MS0082,0
4113MS3401,0
0015JI0917,0
0131JI0928,0
0102JI0918,0
4055JI2010,0
0032MA0001,0
0032MS0013,0
0071MS0007,0
0025JI0902,0
0055JI0902,0
4047MS4329,0
0119MS0050,0
0055JI0949,0
4128MS6838,0
0133MS0025,0
4133JI1429,0
4001MS7075,0
4116JI8400,0
0078JS0004,0
0106PP0006,0
0073MS0070,0
4063JI1878,0
0071JI0936,0
0043MS0044,0
0118JI0901,0
4005MS4089,0
0097MS0023,0
0070MS0003,0
4109JI5335,0
0095JI0915,0
0009JS0001,0
0083JI0918,0
4096JI3372,0
0130JI0925,0
4085JI1522,0
0004MS0017,0
0075MS0012,0
0099JI0903,0
0133MS0004,0
4093MS6718,0
0070MS0007,0
0102JI0910,0
0008JI0949,0
0030JI0924,0
0119MT0001,0
0073JI0905,0
0083MS0027,0
0069JI0953,0
0018JS0002,0
0073MS0042,0
3032JI3239,0
0063JM0001,0
0073JI0941,0
0081MS0018,0
0042JS0003,0
0064MS0009,0
4071MS6809,0
0044JI0916,0
0076JI0910,0
0001JI0976,0
0076JS0001,0
4069MS6679,0
0097JI0906,0
4095JI6098,0
0086MS0003,0
0095MS0019,0
4045JI8284,0
0132JI0926,0
0059MS0004,0
0100MS0038,0
4032MS7291,0
0114MT0001,0
0009JI0914,0
4073MS5353,0
4062JI7729,0
0032JI0906,0
0101JS0006,0
0032JI0947,0
4133MS4304,0
0079JS0005,0
4053JI3011,0
4062MT4430,0
4001MS6949,0
0128MA0001,0
4109MS4859,0
0079MS0010,0
0064JS0007,0
0044MS0004,0
4043JI1666,0
4001MS3474,0
0045JI0920,0
0062JI0924,0
4073JI2406,0
0085JI0943,0
0064JS0004,0
0110MS3021,0
4004MS4061,0
4069JI2496,0
4085JI1444,0
0079JI0916,0
0014JS0002,0
0069MS0066,0
4069MS4475,0
4031MS4190,0
0004JI0937,0
4062MS4402,0
0072JI0904,0
3005JI1717,0
0109JI0913,0
4071JI1439,0
0085MS0063,0
4001JI6267,0
0069MS0104,0
4130MS5695,0
3043JI2890,0
4131MS5065,0
3096JI1210,0
0061JI0907,0
4083MS4569,0
0073MS0035,0
4111JI1460,0
0062MS0058,0
0078MT0001,0
0073JI0933,0
4083JI1430,0
3043JI1360,0
0069MS0035,0
4083JI8433,0
4131JI7510,0
0097JI0903,0
0082JI0903,0
0071JI0952,0
0112MT2010,0
0004MS0070,0
0056JS0003,0
4131JI8947,0
0109MS0009,0
4069MS7962,0
0008MS0021,0
0027MT0001,0
0069JI0995,0
0010MS0003,0
4026MS4166,0
4073MS8073,0
0045MS0027,0
4043MS7372,0
0103JI0904,0
0083JI0917,0
4085MS7806,0
4055MS8609,0
0027JI0910,0
4001JI8873,0
4133MS4301,0
0083JI0935,0
0065JS0003,0
0071MS0080,0
0079MT0001,0
0073MT0005,0
0028JI0908,0
4005JI2582,0
0077PP0048,0
0043JI0930,0
4019MS8734,0
0111MS0030,0
0070MS0009,0
0060JS0004,0
0117JI0918,0
4034MS6732,0
0098MS0001,0
0030JI0914,0
0083JI0905,0
4008MS4118,0
4069JI2958,0
0069MS0130,0
0007JI0906,0
4001JI8332,0
0040JS0007,0
0042MA0001,0
4108JI2629,0
0133MS0011,0
4109MS7814,0
4033MS8306,0
0081MS0009,0
4069JI2296,0
4069MS5689,0
4001JI8618,0
4001MS4002,0
0102MS0007,0
0107MS0010,0
0059JI0909,0
3117JI1259,0
4131MS5766,0
0079JI0919,0
3117JI1280,0
4062MS7687,0
4045MS5771,0
4131MS5396,0
0053JI0908,0
3032JI3307,0
0004JI0943,0
4096JI2767,0
0011MS3061,0
4062JI2199,0
4032JI2300,0
4117MS4919,0
0069MS0096,0
0064MS0007,0
0073MS0055,0
4069MS6558,0
0132JI0924,0
0092PP0022,0
0117MS0007,0
0043JI0947,0
0071MS0001,0
4004JI5871,0
4043MS6985,0
0087PP0038,0
4117JI1467,0
0055MS0004,0
4106MA4812,0
0038PP0015,0
0133JI0916,0
0095JI0929,0
4096JI8885,0
0025JI0916,0
4032MS8162,0
0076MS0001,0
0097MT0002,0
0111MS0047,0
4001JI2862,0
0005JI0904,0
0011MS0005,0
4075JI1387,0
0062MS0009,0
4005JI3905,0
0062MS0088,0
4097JM8430,0
0071MS0071,0
4001MS7658,0
0049JI0908,0
0028MT0001,0
0032JI0901,0
4069MS7107,0
0136MS0005,0
4001MS8833,0
0061JS0010,0
4055PP6135,0
0071JI0926,0
0100MS0044,0
4053JI2004,0
4043JI7475,0
4071MS7259,0
0087PP0010,0
0032JI0933,0
0004MS0044,0
0008JI0956,0
0107JI0916,0
0023JS0007,0
4055MS7821,0
0097MS0014,0
4045JI1635,0
0129JI0905,0
4005MS4096,0
0080JM0001,0
0040JS0010,0
0069MS0004,0
4055MS7827,0
0077JI0927,0
0069JI0976,0
0118JS0001,0
0063MS0011,0
0074JS0014,0
4069JI7389,0
0113MS0009,0
0100MS0043,0
4077JI1665,0
4073JI7506,0
0099JI0913,0
4069MS6680,0
4136JI2151,0
3001JM8570,0
0069JU0031,0
0131JI0924,0
0004JI0907,0
0105JI0901,0
4117MS4923,0
4062MS4386,0
0100JI0927,0
4012MS4139,0
0078JI0904,0
3062JI8012,0
0060MS0001,0
0030MS0027,0
0085MS0015,0
0001JI0992,0
0004MS0027,0
0043JI0931,0
0004MS0056,0
3117JI1784,0
4133JI2281,0
4043JI1330,0
0004JI0963,0
0097JI0921,0
0061JS0007,0
0043MS0045,0
0085JI0952,0
0109JI0916,0
0078JS0005,0
4136MS4745,0
3001JI2769,0
0118JS0002,0
4001JI2237,0
0097JI0918,0
0069MS0183,0
0068JS0009,0
0075MT0001,0
4043MS7882,0
4117MS4933,0
0095JI0905,0
4062MS7780,0
4070JI7583,0
0096JI0904,0
4001MS7119,0
4001MS8126,0
4001MS4030,0
0130JI0932,0
0055JI0916,0
4119MS6830,0
4083MS4564,0
0088JS0008,0
0119MS0036,0
4073MT4521,0
4097MS7798,0
0004JI0920,0
0067MS0009,0
0056JS0006,0
4062MS4388,0
4008MS3526,0
0001JI0946,0
4004JI9024,0
4027MS4167,0
0012PP0027,0
0014MC0018,0
0045MS0002,0
0045JI0919,0
0081JI0914,0
0053MS2110,0
4045JI6049,0
0067MS0002,0
0062MS0068,0
0099JI0919,0
3085JI8701,0
0062MS0054,0
4045JI1121,0
4107MS4817,0
4097JI5960,0
0093MS0006,0
0103JS0008,0
0107PP0031,0
0060JI0911,0
0026MS3052,0
0129MS0007,0
0099JI0907,0
4109JM6128,0
0070JS0002,0
0032JI0923,0
0116MS0012,0
0041MS0002,0
0103JS0005,0
4043MS7881,0
0085MS3101,0
0033JI0913,0
0100MS0047,0
0073JI0964,0
0073MT0001,0
0119MS0043,0
0025MS0004,0
0047JI0901,0
0069MS0091,0
0095MS0003,0
0007MS0008,0
0098JI0916,0
4135MS4773,0
0043MS0065,0
4133JI3371,0
0054JS0008,0
4062MS4404,0
0062JI0937,0
0100MS0051,0
0049JI0918,0
4105MS7752,0
4043JI1827,0
0028MS0006,0
0043MS0081,0
0003MS3031,0
0021JS0002,0
0080JI0901,0
4111MS4876,0
4032MS5726,0
4095JI5633,0
0075JI0909,0
0097MS0005,0
0001JI0937,0
4001JI8805,0
0080JS0002,0
4081JI0997,0
0062MT0008,0
4073MS7973,0
4100MS4754,0
4113JI8455,0
0023JI0901,0
0077JS0001,0
0001MS0080,0
0076JS0018,0
0085MS0048,0
0064MS0004,0
4069MS4489,0
0069JI0991,0
4117MS4918,0
4099JI8511,0
4117MS7870,0
0032JI0935,0
4119PP0823,0
0130MS0011,0
0004MS0081,0
4123MS6753,0
0024PP0019,0
0111MT0001,0
4069MS7809,0
0081MS0008,0
0062JI0949,0
4117JI3848,0
0028JS0001,0
4073MS8767,0
0127MC0007,0
4001JI3843,0
0093JS0005,0
4044JI8441,0
0006JI0901,0
0081JS0001,0
0055JI0905,0
0001MS0093,0
4083PP5558,0
0107JI0903,0
4069JI8985,0
4001JI8564,0
0109JI0907,0
0087JS0002,0
0069MS0092,0
0069MS0013,0
3109JM7563,0
0047JI0912,0
3109JI2539,0
0073MS0053,0
4013MA4143,0
0101JI0902,0
4001MS6834,0
0095JI0925,0
0069JU0026,0
0062MS0066,0
0083MS0010,0
0114MS0007,0
0062MS0059,0
4117MS4935,0
0113JI0912,0
0119JI0914,0
0025JI0907,0
0119MS0025,0
0002JI0901,0
0040JI0908,0
4085JI2373,0
4001JI8698,0
0121MS0004,0
0085JI0948,0
0071JI0935,0
4069JI1660,0
0069MS0187,0
0008MS0036,0
0102JI0901,0
0015MS0029,0
4062MS4393,0
0106JI0911,0
4030JI8994,0
0085MS0059,0
0025JI0914,0
3004JI9139,0
0026JI0902,0
0131JM0002,0
4133MS7002,0
0060MS0002,0
4096JI2752,0
3069JI6295,0
0063JI0907,0
0037PP0010,0
0004JI0922,0
0087PP0027,0
4055PP8425,0
0047MS0011,0
0095MS0001,0
0099JI0910,0
0096MT0003,0
4062MS4413,0
4001JI1304,0
0042JI0903,0
0073JI0934,0
0085JI0951,0
0030MS0016,0
0062JU0008,0
0094JI0903,0
4083MS8839,0
4085MS4610,0
4015MS5134,0
4001JI1238,0
4076JI8848,0
0001MS0008,0
0049MS0002,0
0002JI0909,0
0004JI0910,0
0131JI0908,0
3100JM7351,0
4109MS7816,0
0109JI0915,0
4043JI8085,0
4119JI7359,0
0083JI0906,0
0069JI0962,0
0100MS0058,0
0135MS0020,0
0108JS0013,0
4062MA8301,0
0112MS0012,0
0069JI0998,0
0069JI0969,0
0131MS0037,0
0028JI0913,0
0064JI0906,0
4062JI5987,0
0056PP0006,0
0022JI0903,0
0024JS0003,0
0098JS0004,0
0106JS0003,0
4069JI3348,0
4001MS6836,0
0083JI0904,0
4131MS8197,0
0044MS0012,0
0034MT0001,0
0073JI0966,0
4109JI7735,0
4136JI8614,0
0136MS0017,0
0093JI0913,0
3135JI6350,0
0084PP0005,0
3069JI6288,0
0136MT0002,0
0111MS0009,0
4005MS6646,0
0005JI0921,0
0019MT0001,0
4062JI1081,0
4004JI1713,0
4116MS8598,0
4055MS6203,0
0071JI0956,0
4130MS5818,0
4055JI7663,0
4096MS4663,0
4119MS4959,0
4062JI7470,0
0027PP0022,0
0071MS0049,0
0032JI0943,0
0109JI0904,0
4109MS8906,0
0098PP0036,0
4071MS7970,0
0129MS0003,0
0004JI0953,0
0069JI1017,0
4043JI6504,0
0006MS0009,0
0052JI0909,0
0037PP0011,0
0069MS0055,0
0073JI0965,0
0089JS0007,0
0004MS0010,0
4069JI2869,0
0004MS0003,0
0009MS0001,0
3062JI8329,0
0034JS0002,0
4131JI6501,0
0108PP0035,0
4109JI8209,0
0059MA0002,0
3117JI6373,0
0063JI0908,0
4069JI2092,0
0025JI0908,0
0019MS2010,0
0097MS0012,0
4053JI1939,0
0032JI0921,0
0071MS0038,0
4004MS6898,0
0043JI0919,0
0071JI0925,0
0093JI0912,0
0044JI0906,0
4131MS8177,0
4062JI5195,0
0006JI0907,0
0017JS0007,0
0030MS0008,0
0004JI0903,0
4133MS4317,0
4043MS5711,0
4069JI1973,0
4015JI7982,0
0069MS0072,0
0077MS0014,0
0090JI0905,0
0008MS3411,0
0001MS3041,0
0055JI0919,0
0049MS0011,0
4032MS5725,0
4045MS2625,0
0130JI0920,0
0085MS3102,0
0031MC0032,0
4067MS4444,0
0069MS0058,0
4116MS8409,0
0132JI0918,0
0137PP0005,0
0071JI0904,0
0102MS0010,0
4130MS8412,0
0006JI0908,0
3075JM8224,0
3005JI1718,0
0071MS3061,0
0073MS0059,0
0102JS0006,0
0077PP0036,0
0027JI0903,0
0133MS0033,0
4083MS8037,0
0012PP0017,0
0066JI0911,0
4096PP0791,0
0004JI0908,0
0004MS0028,0
4109JI2876,0
4073MS5254,0
4131JI3267,0
0043MS0078,0
0032JI0910,0
0085JI0963,0
0009MS0003,0
4124JI1618,0
0073MS0064,0
0110JI0902,0
0069JI0917,0
0055MS0046,0
0111MS0057,0
4100MS7163,0
0091MT0001,0
4100JI2273,0
4075MS5710,0
0106AS0001,0
4102MS7295,0
0027MA0001,0
0085MS0064,0
4076MS4536,0
4073JI6463,0
0132MT0002,0
4073MS8195,0
4032MS8232,0
0069MS0117,0
0081PP0027,0
0111MS0027,0
4069JI3934,0
0068JI0904,0
0001JI0989,0
0113JI0909,0
0042MS0005,0
0008JI0904,0
0014JS0003,0
0104JI0902,0
4047MS8220,0
0102JI0920,0
0131MT0001,0
0108MS0007,0
0069JI0954,0
0073JI0915,0
0091MS0005,0
0005JI0912,0
4083PP1945,0
0089JI0901,0
4083MS4571,0
0067JI0909,0
4075MS4530,0
3135JI6348,0
0135MA0001,0
0001JI0985,0
0016JI0910,0
0128JS0002,0
0069MS0019,0
0119MS0052,0
0008MS0008,0
0107JS0002,0
0105MS0004,0
4096MS4707,0
4008JI5624,0
0030JI0911,0
0044MS0008,0
0081JI0915,0
0095MS0008,0
0055JI0934,0
4012MS4140,0
0117MS0024,0
0107PP0043,0
4032MS6828,0
4077JI1922,0
0050PP0019,0
4085JI6597,0
0129JI0903,0
0044MT0001,0
0111MS0039,0
0131JI0916,0
0086JI0907,0
0030MS0040,0
0060JS0005,0
4132JI5105,0
0062JI0925,0
0096JI0913,0
0108JI0908,0
0032MS0031,0
0069MS0030,0
0059JS0003,0
0015JI0903,0
0045JI0901,0
0071MS0066,0
4001MS8625,0
0006PP0035,0
4043MS5717,0
0131MS0027,0
0121MT0001,0
4130JI8836,0
4071JI1584,0
0107JS0004,0
0049MT0001,0
0072JI0909,0
0064JI0909,0
0099JS0004,0
0022MS0006,0
0085MS0067,0
4069JI1908,0
4008JI1506,0
0012JI0904,0
0033JI0903,0
0102JS0002,0
0071MS0010,0
0040MS0006,0
0063MS0020,0
0030JI0918,0
4062JI1433,0
0082PP0013,0
0008MS0001,0
0023JI0904,0
4032JI3578,0
0069MS0191,0
4005MS4093,0
0079MS0003,0
4001JI2110,0
0030MS0030,0
4083JI2555,0
0108JI0905,0
0042MS0001,0
0132MS0005,0
0001JM0005,0
0069MS0078,0
4062MS4432,0
0016MS0010,0
0020PP0027,0
0071JI0902,0
4119MS5959,0
4058MA4756,0
4096JI2319,0
0049JS0015,0
0105MT0001,0
0056PP0012,0
0013MS2050,0
0054PP0018,0
4069JI3142,0
4071JI2308,0
4113MS4906,0
4100JI7322,0
4108MS4822,0
0076MS0013,0
0043MS0082,0
0061PP0012,0
0015JI0921,0
4096MS4683,0
0012MS0003,0
0097MS0001,0
0032MS0050,0
0063MS0017,0
4085MS6824,0
4022JI8309,0
0085MS0074,0
0071MS0028,0
4043MS7884,0
0073JU0002,0
0089PP0020,0
0123JI0918,0
0032JI0920,0
4114JM8300,0
0085MT0002,0
4075JI3639,0
4079MS7338,0
0130MS0021,0
4133MS6482,0
4117MS4920,0
0078JM0001,0
0073MS0015,0
0050MS0003,0
0083MS0004,0
4027MS7935,0
4069MS8886,0
0005JI0920,0
0073JI0903,0
4071JI5912,0
0045JI0925,0
4117MS7871,0
0085MS0008,0
4069JI2603,0
0062JI0904,0
0113MS0003,0
0055JI0940,0
4130MS7114,0
4111JI3699,0
4001JI1119,0
0075JI0907,0
0083JI0940,0
0043MT0005,0
0106MS0011,0
4009JI1270,0
0071MS0085,0
4069JU7416,0
4011JI1579,0
0102JI0919,0
0044JI0923,0
4085MS8008,0
0133JI0907,0
0004JI0925,0
4096MS6932,0
4092MS4634,0
4119MS4960,0
0025JI0910,0
0083JI0929,0
0080MS2010,0
0070JS0004,0
4030JI7632,0
0007PP0009,0
4071MS3729,0
0038MT0001,0
0117JI0924,0
0027JI0912,0
4055MT4364,0
0119MS0031,0
0032MS0020,0
4005MS7783,0
0073JI0902,0
0045MS0024,0
4135MS4753,0
4001MS4017,0
4045MS4259,0
0066PP0009,0
0004JI0929,0
0030MS0034,0
0017MS0008,0
4085MS9114,0
4109JI6148,0
4032JI5147,0
3032JI3250,0
0100MS0042,0
4030MS6491,0
4063MS7909,0
0136JI0918,0
0069MS0090,0
0132MS0004,0
0134MS0001,0
4062MS4407,0
4119JI6130,0
0103JI0905,0
0027JS0002,0
0008JI0941,0
0069JU0021,0
4132JI1927,0
0015JS0001,0
4077JI2005,0
4045MS7867,0
0126MT0001,0
0133JI0905,0
4043MS4226,0
0044JI0904,0
3069JI6281,0
0099JI0916,0
0127PP0006,0
0043MS0064,0
4030MS8099,0
4030JI1391,0
4069MS4465,0
0026MS0007,0
4015JI9005,0
0026JI0907,0
0009MS0004,0
0086MS0008,0
0130MS0017,0
0029JI0903,0
0119JI0903,0
0008MS0014,0
4005MS6955,0
0063JI0921,0
0105PP0009,0
0069MS0080,0
0094JI0905,0
0040PP0014,0
0085MS0031,0
0090JS0001,0
4033MS4200,0
0071JI0942,0
0132JI0917,0
0121JM0001,0
4004MS5267,0
4001MS4010,0
4001JI1421,0
4069MS8152,0
4132MS7220,0
0008JI0937,0
0102MS0001,0
4004JI1500,0
0028MS0012,0
0089PP0029,0
0083MS0039,0
0063JI0904,0
4062JI2097,0
0034MS0001,0
0066MS0002,0
4111JI1969,0
0003JS0001,0
4004JI6457,0
0106MS0003,0
4069MS6673,0
0030JI0904,0
4063MS6120,0
0064JI0904,0
0055MS0005,0
0096MS0006,0
0129MS0008,0
0133JI0923,0
4043MS7876,0
0055MS0001,0
0041JI0902,0
0001JI0920,0
0088MS0004,0
0073MS0069,0
0130JI0916,0
0049JI0914,0
4119MS4961,0
4069JI3224,0
0012JS0013,0
0001MS0050,0
0085MS0006,0
0032MS0064,0
0097JI0907,0
3111JI6428,0
4004JI2080,0
0069MS3111,0
0110JI0905,0
0078JI0901,0
0111JI0939,0
4073JI2885,0
4055MS8352,0
0069JU0035,0
0012MS0008,0
4001MS7035,0
0022PP0011,0
0062MS0081,0
0001MS0068,0
3001JM9007,0
4113MS8467,0
4030MS8889,0
0020JS0010,0
0119JI0922,0
0091PP0015,0
0111MS0025,0
0132MS0030,0
0103JS0006,0
4095JI1668,0
0132JI0927,0
4055JI1656,0
4069MS2703,0
0132JI0903,0
0075JI0914,0
0022MS2010,0
4016JI8519,0
4004MS7965,0
4085PP5487,0
4083MS7900,0
0132JI0922,0
0064JS0009,0
4001MS6947,0
4094JI7391,0
0098JI0903,0
0086JI0905,0
0116JI0904,0
0001JI0907,0
0062MS2260,0
4129MS7775,0
4132JI5041,0
0067MS0007,0
4062JI1894,0
0030JI0906,0
0001JI0944,0
4109JI1470,0
0085MS0072,0
0069MT0014,0
0008JI0939,0
0028MS0011,0
0038MS0004,0
0032MS0043,0
0009JI0911,0
0099JI0915,0
0048PP0005,0
0090JS0002,0
0021PP0010,0
0105PP0013,0
0001JI0971,0
4053MS6740,0
4062JI2244,0
0100MS0003,0
0054PP0013,0
4131MS2713,0
0069MS0106,0
0012JS0006,0
0032MS0035,0
4004JI6164,0
0043MS0066,0
0004JI0940,0
0001JI0962,0
4004MS7771,0
0004MS0037,0
0071JI0901,0
0011JM0001,0
4030JI1833,0
0053JI0920,0
0075MS0013,0
4128JI6622,0
0106PP0026,0
0107MS0003,0
4129MS8857,0
0111MS0048,0
0032MS0049,0
0100MS0033,0
0015MA0002,0
0131MS0021,0
0058MS0001,0
0001MS0026,0
0114JI0904,0
4073MS5746,0
0069MS0180,0
0085MS0082,0
4123MS8830,0
0100JI0921,0
4135MM4789,0
0028JS0011,0
0070JS0005,0
0124JI0905,0
0029MA0001,0
0036MS0004,0
4092MT5437,0
0020JS0002,0
4096MS4656,0
4132MS8055,0
0079MS0002,0
0108JS0010,0
0024JI0902,0
4062MS7684,0
0101JS0004,0
0055JI0931,0
0083MS0016,0
0085MS0038,0
0132MS0006,0
4062MS8646,0
4113JI8529,0
0043MS0074,0
0008MS0004,0
0051JI0906,0
0119JI0916,0
4028MS8292,0
0043MT0001,0
0060JS0001,0
0069JI0919,0
0023JI0902,0
0034MS3011,0
4131MS8657,0
0075MS2020,0
4062JI0998,0
0065MS0001,0
0100JI0914,0
0019PP0002,0
4130MT4181,0
0136MS0002,0
0060JI0902,0
0041MS0005,0
4109MS5337,0
0111MS0051,0
0062MS3231,0
0025JS0007,0
0117MS0036,0
4097JI1972,0
0057JS0008,0
0004JI0942,0
4136JI2595,0
4045JI1534,0
4109MS7926,0
0133MT0001,0
0077JI0909,0
4097JI3572,0
4001MS8685,0
4004MS8176,0
0071MS0030,0
3010JI2234,0
0069JI1000,0
0069JI0911,0
4043JI3164,0
0126MS0001,0
0129MS0009,0
0116MS0021,0
0011JS0001,0
0007PP0041,0
4136MS4740,0
4116JI3889,0
0008JI0922,0
4030MS4177,0
4131MS5722,0
0001MS0022,0
0043MS0056,0
0028MS0001,0
0105JI0905,0
0045MS0021,0
0092MS0005,0
0027MS3060,0
0034JS0001,0
4096JI2039,0
4085JI3156,0
4098MS5707,0
4085JI3786,0
0012MS0002,0
0119JI0945,0
0134JI0902,0
4097MS4725,0
0079JS0002,0
0079PP0040,0
4045JI1898,0
0097MS0026,0
0014MS0006,0
4077MS8145,0
0062JI0911,0
0096MT0002,0
4008JI2245,0
0076JI0902,0
0043JI0936,0
4083JI6476,0
0069MS0166,0
0034MS0004,0
4001JI1186,0
4055JI2120,0
0111MS0016,0
4043MS7880,0
0097MS0013,0
0019JS0004,0
0071JI0944,0
4062MS4380,0
0055MS0027,0
0008JI0921,0
4047JI2002,0
0111JI0923,0
4083JI6145,0
0051JI0901,0
0084JS0004,0
4133MS8651,0
4083JI3791,0
0071MS0063,0
0071MS0034,0
4062MS7778,0
4095MS4647,0
4085MS7169,0
4119JI7440,0
0100JI0910,0
4008MS3568,0
4073MA4515,0
4001JI8955,0
0016JI0917,0
0076JS0014,0
0078JI0908,0
0064MS0001,0
4045MS4258,0
0081JI0925,0
0071JI0915,0
0043MS0037,0
4131JI3761,0
0112MS0015,0
4005MS4094,0
0017JI0903,0
0047JS0003,0
0034JS0006,0
4045JI1779,0
